people_ID,Infect_Prob
18525,49.780323
18258,57.43066
6062,53.295727
17921,47.63296
5303,50.627636
18592,51.539677
5814,47.24363
18805,53.250034
5910,53.262066
5201,48.520794
5724,68.08594
17693,51.53985
5407,47.759926
18617,44.57895
18173,52.04763
18875,55.353138
5225,55.77516
5858,52.416805
5091,55.366665
5254,48.44443
18801,52.46037
6009,49.453907
18149,44.51348
6105,57.853764
5974,54.49622
17967,53.606327
5781,50.218296
5834,44.566357
17683,45.358932
5338,51.49312
18400,59.292683
18633,46.646244
6162,53.400894
18598,49.92287
5212,52.4658
18731,50.811398
18177,47.7492
5232,61.070568
5753,50.944065
5118,46.386627
18055,58.81048
18151,59.797657
5572,44.11908
18502,54.416325
18178,51.027935
6276,52.862614
5226,59.309826
18411,47.457523
6134,48.94621
5177,51.909336
18031,51.674778
17853,50.22472
6171,53.13764
5725,64.74235
6282,52.30118
18762,46.728016
17909,50.008076
18357,57.70815
5981,52.56431
5862,51.15756
18461,50.679607
5275,53.82651
6084,55.278835
18403,50.792934
17856,51.29294
17723,49.461254
6103,54.448353
17897,49.231518
6042,52.39323
6219,67.02552
5697,66.272896
18636,64.029045
5343,54.428356
5994,47.80499
5956,61.64748
5666,50.551197
18791,47.956264
5686,49.288727
6027,53.70653
5751,49.225544
18812,56.978397
18688,43.500366
18441,58.0947
5508,49.190723
5889,51.626934
5843,51.980038
5459,52.570988
18141,50.807503
18757,56.36646
6313,46.831074
6032,60.70712
18475,43.935135
17702,43.009098
5815,51.51028
18816,46.91602
18589,45.66496
17738,50.455776
18553,42.480255
5538,56.010258
18472,50.55608
5453,49.40537
18026,51.29313
18409,46.08933
5444,56.90624
17965,49.697704
18541,42.90239
5371,45.436096
6051,55.856792
18882,44.993916
5108,53.229706
6005,63.745594
5380,53.90909
6151,49.62992
18195,48.242252
17695,53.436752
5101,43.195255
5255,46.407146
5579,52.852116
18509,44.03797
5257,50.05286
6310,62.19187
5431,53.924335
17703,50.67706
18316,45.25779
5174,56.01012
18337,49.96639
18515,48.734863
17993,54.33563
6232,52.27282
5339,58.584576
5972,54.606236
6097,51.32525
5130,49.562046
5934,49.680973
17646,57.284157
5803,49.460773
18134,57.879704
18301,41.666405
18071,47.481304
5973,50.62286
17972,62.77948
6212,61.291454
17886,52.517376
18584,48.569817
18027,54.203915
5093,50.959206
5817,55.57355
5519,49.721066
18127,45.902096
6144,52.83662
5430,46.80396
6179,54.487793
5921,52.145504
5788,53.30968
17960,52.01045
5682,57.1927
5713,48.236534
18735,44.721573
18693,46.634098
6256,61.17424
18064,54.698162
18302,50.51448
5620,54.534397
18010,43.19847
18647,54.378
5749,51.159924
18286,48.955425
5381,56.174763
6012,50.06184
18043,46.615437
18845,56.402348
17736,50.380306
17919,52.975582
5297,54.058556
17651,49.334583
5109,51.661648
5756,49.830627
17628,49.319836
6237,53.271423
18407,48.418446
5157,48.851505
17902,41.287
18650,52.98785
5589,52.35033
6010,48.613815
18792,46.098255
17932,48.174255
18568,38.614376
17684,53.956806
5573,46.053135
17685,48.686504
5948,52.623085
5469,49.174274
18736,58.427006
17664,48.65291
6319,59.456154
5421,52.48025
18648,47.111206
18369,59.29246
6065,48.89831
18486,43.300777
5259,57.77178
18524,57.50481
17774,48.81902
5955,46.464615
17701,43.127018
6312,55.681347
18094,43.220997
17647,47.159462
5515,61.417664
18087,49.26107
18278,56.184566
18868,51.095158
18764,47.13706
5478,53.942417
6091,48.749584
18358,52.63216
18570,54.724926
17994,57.71246
17931,46.87659
18476,49.387394
6314,59.847103
5727,59.799335
5879,55.72809
6240,53.461143
17663,47.544907
18457,60.555645
18562,48.79795
17908,61.314026
18183,52.534668
5203,51.052868
18658,42.786297
18745,42.836987
17889,50.22247
5185,65.56244
6161,43.383686
5833,50.366055
5348,57.5196
6261,47.95379
5841,51.817173
5503,47.634823
5187,50.296932
18789,48.58247
5674,48.792564
18768,50.30769
18430,49.300747
5931,52.314938
18787,51.35137
5284,48.354153
18544,47.862133
18726,55.060787
17907,46.06676
17850,50.66671
18073,52.893696
5631,60.578945
6190,51.90997
5482,50.334606
18865,39.683834
18700,48.443127
6234,58.358967
5689,48.68117
18585,47.51247
17674,41.89139
17875,61.02116
5997,45.42628
5405,48.832287
18201,57.19692
18575,44.216465
5196,48.378025
17709,56.79127
5687,52.6275
6284,65.40866
6140,51.34628
18352,47.935474
17718,51.036716
6247,53.485607
18578,52.83949
18135,47.90884
6052,59.11397
5132,49.20292
5846,49.21372
5138,64.204414
5149,49.54764
6321,53.237747
18115,41.840588
5688,50.050068
5748,48.66451
17793,46.342926
5855,52.08534
6305,58.922237
18085,48.981327
5404,67.06393
5870,47.922337
18866,47.099125
5957,56.896408
18138,47.01121
6246,58.15473
18643,48.9782
6210,65.89732
17843,47.945545
18260,49.86294
5667,65.41783
18661,41.29663
18319,50.692554
5762,52.37538
17727,48.77667
18853,47.387043
6251,58.671467
18710,48.479015
18809,59.495205
6067,58.025463
6138,45.723232
5374,54.52929
18408,56.765476
5331,53.170055
5194,48.382694
18692,53.319
18668,50.065895
5296,55.397465
5546,47.55882
5442,51.881687
5699,54.033123
18255,51.94535
5744,53.305058
18169,53.49924
18343,46.014492
17626,51.81202
17878,54.214413
5474,48.845997
18653,56.02389
5137,47.703953
5602,45.190662
5907,41.416546
5779,42.70592
18180,42.03961
18188,41.389626
18207,59.151035
5379,61.30277
18106,48.289448
5783,50.084133
17890,42.0602
5866,48.663998
18012,44.26106
17711,46.86443
6133,47.640514
6071,46.645477
5857,48.567265
18462,43.02216
5116,56.70659
6136,53.492096
17704,54.267574
5662,50.531925
17690,51.619606
6131,64.98418
18288,53.68224
18203,52.264538
18110,58.604733
17743,46.589687
5207,52.667244
5298,69.99982
5328,51.88793
18238,54.435307
5426,66.47658
6298,47.413517
6106,44.46443
5282,43.94298
6178,67.890526
18227,45.168163
17631,45.494892
5598,52.93088
17820,45.82327
18312,42.758705
18716,41.718586
18529,47.222115
17925,45.312374
18314,42.320065
5859,49.606575
6283,46.146404
5562,51.12544
5722,50.52622
18059,49.52861
5770,51.48168
18181,62.837086
17649,49.340137
5828,48.30994
5778,48.300728
17772,53.623234
18732,46.08931
6073,47.58435
18687,48.081448
5395,51.770016
6058,49.775257
18579,50.7998
18846,54.509174
5265,47.14911
17862,47.720753
5237,65.10538
17976,46.756626
18267,63.693195
6048,54.567226
18237,45.70775
18077,49.2644
18299,51.648426
5166,55.835117
5824,53.806416
5216,49.87556
18788,54.992565
6231,51.091995
5178,60.50703
18208,51.30456
18376,48.934055
5350,65.08447
5903,52.29578
18061,47.27708
18821,43.552883
18374,51.397564
5392,54.09625
17958,47.1769
6315,55.450344
5349,53.90716
5227,49.34593
5280,64.09166
6303,65.19055
6023,51.2572
5581,50.703457
18202,65.65544
5970,55.111073
18504,49.15394
18047,51.4511
5532,68.9849
18588,50.03068
6098,53.411446
6189,52.893703
17632,42.660442
5359,49.37125
18500,45.527195
6293,42.353256
5205,64.02032
17915,48.53658
17987,49.755215
5517,53.238186
5501,65.02577
5764,49.43742
18211,58.80163
18487,59.163494
17863,51.49548
5191,51.30211
6111,58.15492
5769,55.37634
18605,52.18683
18038,44.02789
5930,46.023685
18072,47.625286
6102,65.59469
18020,45.530636
17665,50.577564
17668,49.282597
18705,50.885
17968,59.957355
18212,44.818905
5968,55.65221
17938,51.15815
6277,50.125237
18536,45.146763
18613,63.340168
5766,59.013096
18474,47.26211
18297,56.790302
18753,44.84502
18701,55.597404
5835,51.09722
18142,43.518375
18838,43.47861
17719,54.71368
5890,51.974247
5560,62.190926
17658,48.615665
18582,49.660313
18300,46.38654
18679,53.347626
18365,51.028713
18901,63.471615
18414,51.127583
18889,45.187237
18257,43.97101
18884,50.488014
18873,48.935734
5369,51.767883
18698,41.82653
5746,60.481316
17844,57.68299
18893,49.546474
17867,48.78246
17899,51.10782
18546,46.140392
18325,43.85892
6220,55.870647
18625,42.12304
18053,47.404003
5607,64.639656
5989,43.667126
17712,50.045544
18799,51.304714
5483,46.060726
6157,54.81284
5715,41.92882
17814,59.926464
17754,47.729965
5375,50.303783
17627,58.792046
17654,61.010754
5923,48.809685
18348,51.86754
18657,47.90181
5262,47.384773
18491,45.409985
5851,65.40766
17956,49.63984
6270,48.21718
5932,51.847958
18323,47.75369
5290,59.926952
5434,50.76629
17782,46.965595
5836,52.574963
5729,47.928925
17780,44.435696
17757,51.6773
5197,47.23701
18498,56.229755
18832,52.92194
18023,41.400066
5435,50.569515
18852,53.51941
18254,45.682636
18024,46.897724
6194,48.9434
18007,61.654324
5473,66.03646
5550,49.558544
18451,60.041904
6081,47.913754
5506,47.05524
18098,48.13231
17952,49.695686
5844,48.796764
5692,47.838127
5499,52.770473
5145,48.396965
18499,48.416477
5084,47.39298
6169,67.712265
18758,42.42631
18419,47.17664
5838,49.710552
5847,47.53482
18869,44.402843
5346,46.42113
18885,47.50427
5183,44.91026
5818,45.01172
5648,47.75445
18390,60.038124
18537,49.99242
17954,48.55155
17786,48.258427
17636,42.423367
17660,52.495342
18221,47.265858
5869,50.62585
5656,51.983784
5684,51.2803
5141,47.47772
6168,39.180744
18908,37.487175
5531,48.695827
5680,64.41146
5960,50.20859
18065,47.006702
18429,45.33131
18793,48.76359
5457,44.240273
18356,44.779507
17766,57.341503
6066,43.89024
18841,55.388577
5549,67.48077
5398,46.531704
17904,42.69708
18322,53.367397
5119,50.35069
5705,61.345238
5977,47.111713
18125,48.10684
18080,49.59173
5946,45.241707
18677,45.66744
6046,54.974133
18317,46.930645
5892,54.544098
5300,48.32821
5291,46.10062
5819,49.04563
18444,48.37995
5294,63.859375
6055,50.050293
6064,44.417362
18667,50.406994
5541,50.42059
5991,50.732887
6244,57.214687
5837,68.44809
5827,48.90125
18697,43.22777
18146,57.869133
5920,48.26129
18111,46.990112
17933,54.856533
18607,43.052444
18248,40.29992
5831,51.15153
5184,48.41549
17934,42.348972
17746,48.69263
6202,43.176487
5199,48.728657
5884,46.193657
17728,45.72765
5657,46.236942
5144,50.36893
6217,60.888596
17677,46.598225
6026,47.96446
6233,46.63381
5446,63.82342
5962,43.77252
18423,41.412235
17715,54.340786
17841,46.30893
5800,47.205593
6187,50.870613
5361,61.299107
5384,56.943474
18797,51.429127
18287,49.940147
5558,48.63049
18790,46.9749
5771,43.351757
5209,60.753345
6243,52.660694
18747,47.802746
18587,55.850117
5086,42.112717
5443,54.323986
5148,49.794292
18649,47.597797
6278,51.98335
18204,42.86981
5422,58.092846
5467,47.980198
17923,63.458485
18320,53.02121
5094,46.64016
6088,50.909912
5429,42.981945
5529,50.887417
18218,44.665874
5679,53.467197
17913,45.554237
18576,49.448368
18724,52.545612
6238,48.87054
18637,52.73113
18748,43.32101
5252,60.075455
18075,49.004593
18222,48.433613
5273,43.193356
5886,48.226246
6033,40.824314
18291,42.539104
5616,59.89195
18166,43.66775
17692,39.658585
5219,43.14769
5988,47.96789
5504,49.28375
18129,47.591496
18440,55.762856
18488,43.506485
18131,46.23973
18849,50.925636
18162,47.48514
18829,58.959187
5156,51.52873
18013,46.7441
18804,41.32189
17708,41.61493
17795,38.869465
5811,51.602123
17936,44.145016
5221,41.722332
5845,51.64494
18490,45.529922
5126,51.937214
18367,43.99744
5767,64.834724
5438,52.039364
18746,47.73782
18883,40.86485
17822,42.459915
5535,55.617607
5447,46.32729
5804,50.653812
18729,48.5526
18032,52.327114
5570,43.723316
18837,48.701977
18690,44.505657
5245,44.323864
6123,47.43147
17916,46.90556
18859,43.703266
18232,50.03329
5954,51.81174
5308,53.88721
18458,47.493565
5813,49.186333
5914,44.06065
18561,46.866516
18114,59.598934
5590,51.739452
17848,46.266575
5309,53.98853
5110,58.170918
6192,46.798626
5079,45.525402
5640,51.64284
18067,47.83324
5695,49.227264
18620,45.71822
18215,57.63449
5626,50.855286
17720,43.143604
18548,49.570225
6280,62.48448
18449,40.313374
18450,48.21589
18005,41.457783
18831,47.06306
18683,45.415485
17764,48.640324
5439,47.410976
6322,46.011963
18280,46.11719
6172,51.500767
18466,55.668285
18359,41.539135
18002,55.154476
18334,53.998425
6110,50.609745
5486,43.965626
5251,61.815357
5919,41.3006
6215,52.174465
5812,55.95278
18156,42.649082
17650,42.00043
18415,47.914692
18160,42.749416
5928,42.861347
6056,59.742138
18025,47.486134
6054,44.91786
17681,49.148685
17776,45.538998
18133,50.431477
18708,50.17165
5394,44.657246
6119,51.92818
5270,52.134945
17959,36.91493
5406,48.100002
5950,49.043507
18168,60.509445
18029,39.229973
6239,49.960712
18467,56.86123
17964,44.183575
18656,51.136265
18552,51.930645
18079,49.01611
18678,56.473896
6039,46.40929
18185,41.275723
6203,47.94836
5360,46.608047
18909,38.646503
18196,59.037262
18632,44.775272
18512,50.23486
18034,54.2591
5268,46.947052
6223,42.63879
18631,39.9947
5373,46.580795
18696,43.39969
5789,49.13545
18900,48.61998
5681,54.140743
18283,39.99886
18847,60.64697
5159,50.029453
5551,60.35753
18074,41.33226
17784,51.072872
5335,47.86166
18903,42.2178
18062,42.560036
18630,48.88944
5599,53.7018
17999,51.363693
5701,44.84321
18827,45.362778
17970,49.560528
5419,50.97053
18581,44.072437
17861,60.84688
5393,45.329075
17806,59.915676
6129,41.81112
5161,53.496548
17804,41.4677
5780,48.84634
5479,45.69732
18086,43.813187
6248,45.36874
17798,42.36845
18157,45.420284
18272,45.8119
18022,48.34512
18770,44.2658
5230,51.229168
5565,58.863117
18539,52.793804
18167,48.5864
5615,47.582333
18307,42.98138
5397,46.5453
18102,46.962807
18324,38.184135
18099,50.400455
18015,42.862415
5481,42.08476
18418,45.599598
17831,44.47219
6115,48.187702
17982,46.42623
18014,46.191914
18779,52.736866
18820,51.543293
18558,45.270283
18017,44.031063
17837,48.208958
5976,52.497578
18306,47.0227
6272,55.05363
18331,56.668507
5561,51.18541
17669,44.49026
18855,41.014606
5528,54.843174
18321,47.050106
18172,49.493332
18614,46.372723
17748,44.795757
17800,52.88461
5945,46.804317
18514,48.693768
5644,46.923473
5982,47.82725
5288,63.563793
6265,44.61805
5840,49.32212
17851,51.84985
18246,43.16915
6250,45.92705
5214,48.048046
18777,43.464314
6001,47.549305
5782,43.41402
5484,46.493
5760,47.059105
6218,48.208843
5953,44.482533
18577,47.067482
6264,45.079525
17770,46.43163
18634,42.44621
5938,43.305786
6214,53.796375
5324,54.022724
18108,44.74997
18469,47.160122
18672,42.762928
18480,57.319912
18531,42.129986
6180,53.095417
5454,43.5941
5364,54.311832
18088,56.71628
17922,48.843056
6286,41.56631
18456,50.38052
17975,45.606907
18397,45.8271
5242,48.531326
5244,47.739048
18445,50.618885
18281,44.07386
5636,43.045784
17957,47.72703
18761,46.92682
17990,43.784443
5123,59.824444
5801,44.753536
6235,47.789326
6108,57.44045
5659,48.707527
18503,59.297623
5190,44.253143
18711,46.699055
18670,42.650787
18814,42.233803
18057,51.56216
18751,43.115242
18786,45.531395
6150,48.571514
18574,42.71191
18506,37.74407
18828,44.10159
6069,43.41294
5180,49.701412
6166,50.30831
17791,42.196148
5113,53.652264
17939,43.394627
6259,54.80524
17928,41.70649
17624,53.796238
17623,50.465214
18477,43.120735
17734,46.360806
18275,44.7811
17998,41.334194
17992,46.80869
5655,46.596333
5969,49.67735
5863,43.78376
18803,42.682606
5418,43.497295
5850,45.12
5240,48.958935
5672,44.774754
6094,49.936893
5293,47.37851
5081,50.977505
5537,44.837727
5663,50.560745
17790,46.642746
6205,58.183643
6198,41.257492
5566,55.57813
5742,55.34107
6096,67.22467
6004,64.32497
5092,56.26759
18593,42.995785
6177,55.240456
5413,43.124557
5917,44.786068
5211,56.247074
5848,41.39883
17839,43.765102
5553,52.49425
18590,42.525433
5451,53.395897
6273,48.90053
17641,42.938885
5523,48.30061
17749,47.88737
6093,53.9583
5440,45.451794
18671,41.08707
5743,61.45303
17740,58.357067
5153,45.752853
17881,50.675014
18256,54.470745
18638,46.69048
5396,42.43951
17997,56.909805
17687,42.55897
18627,43.773563
5277,56.23386
18826,47.215824
5719,48.506725
5600,54.177578
18112,56.013515
5522,49.07069
18089,54.72726
5090,62.135853
5124,50.58946
18120,48.804752
5557,50.403355
5796,42.861042
17937,44.361465
18265,41.291462
18878,45.438423
5773,48.229725
18091,45.509945
5964,62.710083
18019,55.705517
5133,46.646694
6170,42.96405
17803,43.30782
5966,52.672718
18124,42.753716
18717,44.576214
5243,51.466084
17882,49.322613
18533,39.214634
18876,43.481335
18744,38.46146
5278,46.525925
5239,46.232944
5358,60.306957
5574,54.760468
5641,70.625534
18186,53.039646
17885,47.662907
5939,43.627308
5155,44.32095
5412,59.69385
17699,40.80215
17640,54.36821
18522,50.35545
17905,44.17111
5575,45.246883
5569,63.438427
5325,50.90402
18703,48.21565
17898,47.26138
18351,48.47762
18560,46.29897
5372,48.673893
17985,47.32311
5186,48.132282
5098,39.9699
18063,40.9016
6041,47.493534
5638,38.781094
18493,47.89062
18216,48.448338
18223,47.029957
5694,43.05321
5088,46.50851
18621,46.107235
5363,40.668175
5943,65.07315
5765,46.70329
17870,39.342316
5106,48.58003
18004,49.135662
17980,38.7642
5385,57.905754
5810,37.645203
6236,48.647373
18393,46.39027
5721,47.871136
18045,46.018436
18335,38.140514
18008,54.64126
5468,48.063366
18806,43.38077
17819,38.59241
5965,50.69396
18230,46.03323
5336,46.92088
5577,45.954178
18760,45.406185
17860,48.808693
18782,40.736523
6072,56.320126
17744,47.31663
18519,41.52033
17811,48.799744
5445,47.614292
5491,42.845913
5992,45.769276
5269,48.080906
18608,41.390053
5582,47.69858
5961,43.88109
18092,45.77578
17830,52.735542
17778,38.57477
6036,55.496506
17698,42.409924
5286,43.79423
18619,43.127995
6242,46.941776
5320,58.196842
6149,56.346493
18048,46.187214
17852,40.212696
6208,47.681713
18363,45.705242
5937,44.28459
6007,47.67892
5248,53.384853
17691,45.81943
5411,44.944805
5533,52.577908
5806,61.152775
5867,45.59222
5902,45.262024
5465,59.65378
5441,45.15563
5279,50.336353
17745,53.542595
18795,54.04809
18743,53.79057
18193,52.26729
5935,46.982372
5222,45.48766
5633,46.15227
5326,47.084564
6113,45.046185
17914,45.842094
18132,47.131115
18199,43.01395
6260,49.25776
17893,43.251842
5518,48.23415
5568,59.968403
5231,48.871365
5926,45.463062
6164,45.28835
18126,40.12404
17989,47.366283
18368,57.17606
5527,45.78532
17785,40.007538
5341,57.870014
5979,54.947277
17812,57.617752
5492,46.38863
5864,62.622627
18566,55.6673
18600,53.410435
6301,49.3414
17700,46.333447
17630,39.144863
5936,40.008327
18725,45.977257
5610,44.482037
17775,62.110878
17672,41.408466
5340,60.419987
18290,48.690662
18249,52.73875
17633,40.9602
18392,38.26788
18431,53.3954
6185,52.402542
6075,52.937042
18860,44.16195
6034,48.162727
5322,57.809513
5505,57.905926
6017,51.79842
5604,51.677094
18784,44.892933
17918,45.066685
17854,47.981403
5873,49.499672
5462,50.170746
17946,51.260777
6146,70.06632
18182,53.586624
17945,47.275078
18655,44.269703
18435,40.572296
18226,48.520657
18895,47.161507
5097,48.98754
5871,51.589542
18597,42.95255
18520,56.04851
6050,46.6128
18645,50.748363
5179,45.71606
18564,42.368244
5168,52.984344
18666,41.54038
5301,49.219334
18109,40.938316
6184,50.956776
5635,57.530895
6090,56.75264
6000,47.244686
5437,46.71955
5775,46.612377
5353,53.86517
5985,51.4164
17643,47.333622
18864,41.30855
5865,45.601322
6139,54.481747
5131,49.67068
18346,49.615063
18250,50.521038
5078,53.395428
5524,52.945255
18800,45.419327
5642,53.750263
6163,43.667427
6079,42.426968
5450,51.995457
6015,60.67551
18433,49.77902
18684,44.571438
17887,40.24599
5235,46.36264
5877,45.14773
18902,58.840076
6209,50.424137
5357,44.564106
18289,45.44447
18508,49.591362
5337,44.05489
5408,48.963123
5940,45.552113
18555,47.426243
18844,42.826077
6019,39.752583
18834,42.371662
5913,45.53439
18161,45.667477
18880,43.324333
18434,44.713512
18422,46.716145
5448,53.11186
5737,47.363964
5990,49.684284
5676,53.617153
18484,46.72107
18136,43.300976
18037,41.496822
6226,45.90643
18389,44.463432
18660,42.757465
5718,47.285732
18371,51.79556
6147,42.75083
5189,50.863415
18583,43.47501
5949,48.927223
5267,56.867344
5460,47.986477
5487,51.279415
18811,45.685123
6268,46.857517
18049,41.578182
5082,45.250042
17883,56.1331
18754,51.075565
18907,49.901653
5916,43.510666
5547,59.941196
17621,41.126575
5605,52.80138
5366,57.071033
18184,42.515133
5774,57.98028
5485,42.684597
5416,61.940517
18375,48.495052
18338,50.64259
5495,40.440125
18396,49.471825
18505,46.50198
18386,45.638004
5895,46.157974
18056,42.428272
5490,47.004368
5906,41.340374
5122,60.876568
18378,50.871555
18856,44.09357
17797,51.051113
17771,48.72539
18224,44.059505
17903,46.83729
6309,46.33186
18662,48.94804
18263,53.292835
18453,45.422844
5830,48.315685
17849,55.15839
18268,49.14235
17760,52.27662
18187,45.15235
5287,41.691936
18471,45.87827
6306,45.582554
5591,43.915028
5253,47.606815
18759,45.50716
18209,58.7645
17666,42.418438
18730,46.1114
18235,53.737446
5685,52.394886
18862,40.85201
18373,47.418667
18874,39.038223
18436,44.36024
6116,49.273457
17675,44.26415
17637,47.651653
17781,50.065258
6003,63.558105
17679,56.945976
5880,52.738743
18277,47.559956
17655,43.72308
6045,44.983738
18483,46.895866
18540,49.94946
5802,47.9386
5295,43.464252
18891,56.411484
18234,43.52844
5874,59.22997
5876,44.86806
17835,54.1963
17642,44.98736
18644,58.809757
18152,38.404
5597,40.38782
5202,41.916294
17977,40.385456
5793,50.080875
18206,45.20036
18604,44.730133
5691,47.450226
6216,61.60512
5272,48.0089
18213,44.88308
17829,43.618065
6029,45.318924
18734,44.94641
17988,60.011158
5095,48.219284
18815,44.51462
5115,44.89236
17855,45.817104
5777,58.927555
5647,42.0723
5894,57.619755
5167,45.598316
18888,39.431164
6152,45.7007
18624,47.689724
17995,40.975666
18259,43.42781
17979,41.601364
18381,47.584934
18824,42.49335
17620,48.59216
5878,43.79214
6118,46.6308
5377,56.275265
6230,44.31113
18140,43.375072
18468,40.91466
5304,49.29143
5736,55.46419
5125,42.52167
18629,50.601215
18200,46.9592
5585,49.2977
5952,52.503315
5152,46.206944
6285,62.206482
5630,58.394627
18723,46.633488
17845,44.16988
18532,52.09625
18669,45.81215
18171,55.37705
18384,47.21422
5283,40.88529
17924,45.252842
5307,51.77966
5732,44.598217
5750,48.07662
5915,47.987522
5752,47.612495
18481,39.090565
18473,45.010365
18060,43.002293
17866,48.132683
18817,36.45964
18100,50.50037
18507,54.85734
5927,51.820564
5534,48.189487
6200,46.53223
5670,55.988552
5314,58.48331
6294,46.429077
5612,42.80724
18527,40.1849
18742,46.07108
17705,45.856567
17906,43.254414
6199,57.837368
18549,44.82682
18551,46.434746
17940,50.74747
18036,53.347485
18097,38.952488
5154,41.15538
5432,53.656364
18808,56.20566
18836,45.35937
17707,47.312298
5731,51.398174
5452,53.537632
18402,46.58518
5312,43.450607
17827,42.27682
17846,39.711826
5820,52.619358
17834,41.276123
17789,58.896133
6100,43.468613
18128,43.81149
18694,52.29699
6002,41.66232
5995,44.8056
18261,39.433285
18722,38.691776
5758,47.68818
17929,41.419632
5233,47.936054
17807,41.336987
18148,44.519054
6174,43.824654
18712,43.920963
18006,47.89014
5417,40.518383
18247,54.86459
5660,45.112442
6296,40.06316
18379,57.834076
18681,44.571133
18217,57.100334
5414,42.974102
5433,43.198357
18143,48.64345
18406,48.20631
6221,56.361065
5611,51.010628
5887,47.214806
18810,42.30231
18905,48.67564
18602,43.822437
6142,40.71708
18253,42.62968
18719,58.90072
6086,48.9979
5182,62.529102
17981,44.68815
5809,45.641277
5901,45.829475
6160,46.542118
6126,42.2189
18867,44.807133
17721,50.860218
18894,52.74265
17872,41.048
6143,41.38648
6158,44.436
6183,45.693417
18733,38.558857
5128,45.11919
17645,43.56866
6279,42.113968
18689,50.116802
5978,50.38973
5555,47.675747
5703,43.15775
5163,56.913403
5147,52.533085
17762,45.416794
18412,44.370064
5112,44.98061
18713,54.320713
5763,50.663982
17625,48.2081
5105,37.60043
5707,47.03896
18718,37.94083
5975,44.3427
18538,43.283104
18164,42.625134
5136,42.24821
18534,52.40946
5861,50.67162
5621,40.36162
5776,42.76095
18214,54.064808
5509,48.635303
17894,53.925945
17912,48.5022
17818,44.72144
5077,50.108295
18417,59.15607
5165,43.167233
18479,43.422108
18858,44.525814
17955,39.40118
17756,58.49024
6040,44.833767
17961,53.166714
18145,40.729008
18663,44.96613
17833,47.625633
18122,41.52824
18659,47.521404
5192,54.19977
18543,38.567226
18781,47.969654
6262,47.64667
18823,40.58553
18041,44.844223
18304,50.549088
5584,45.890347
5808,54.137238
5629,40.898342
18432,42.701298
17737,42.550358
18130,43.051525
18233,53.4173
18446,46.061092
5455,42.536823
6222,52.41675
18494,38.46957
18284,38.193455
5980,43.63408
18198,53.068043
18179,43.528107
5134,43.011456
17629,45.891365
18009,43.56821
17930,44.621376
5250,45.31007
5104,44.15858
5162,41.869247
5456,49.639843
17779,41.94219
17659,46.90491
17710,47.612595
18313,43.473385
5391,53.933315
5567,44.42975
5868,42.430656
18137,56.1297
5646,55.0286
5327,43.131657
6254,43.820293
